,ID,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
46685,tt6973808,Month Before the Fall,2017,25 min,7.4,7,"Short, Comedy, Drama            ",malayalam
46687,tt0393320,Gaurisankaram,2003,-,4.1,13,"Drama, Romance            ",malayalam
46690,tt0355208,April 19,1996,-,5.5,11,Drama            ,malayalam
46692,tt9244322,Ottakkoru Kaamukan,2018,146 min,6.5,46,"Romance, Thriller            ",malayalam
46694,tt7993338,Kadha Paranja Kadha,2018,134 min,6.0,25,Drama            ,malayalam
46699,tt14170228,Women's Day,2021,16 min,8.7,15,Short            ,malayalam
46716,tt2245466,Koottukar,2010,121 min,7.3,24,Drama            ,malayalam
46717,tt12370242,Junun,2012,-,-,-,"Short, Drama            ",malayalam
46720,tt0356034,Siamese Irattakal,1997,-,3.5,24,-,malayalam
46721,tt11234570,Magic Love,2019,-,7.1,16,Drama            ,malayalam
46732,tt11640096,Dancing Death,2020,-,-,-,Drama            ,malayalam
46739,tt0353222,Bandhukkal Sathrukkal,1993,-,6.6,72,"Comedy, Drama            ",malayalam
46747,tt0273996,Preethi,1972,-,-,-,-,malayalam
46751,tt5801260,Innalakal,2016 Video,-,-,-,"Short, Musical            ",malayalam
46759,tt0275261,Chuvanna Kannukal,1990,-,-,-,Drama            ,malayalam
46761,tt8811532,Magnacarta with double T,2015,-,-,-,"Short, Thriller            ",malayalam
46780,tt0352684,P.C. 369,1987,-,6.1,19,"Comedy, Drama, Romance            ",malayalam
46784,tt1873591,Oru Naal Varum,2010,150 min,4.8,268,"Comedy, Drama            ",malayalam
46788,-,Falimy,,-,-,-,Drama            ,malayalam
46791,tt8984634,Mera Naam Shaji,2019,134 min,4.5,339,"Comedy, Romance            ",malayalam
46798,tt0354066,Sudha Mathalam,1994,-,5.2,9,Drama            ,malayalam
46804,tt3737442,Oraalppokkam,2014,99 min,7.2,106,"Drama, Fantasy, Mystery            ",malayalam
46808,tt3605606,Mr. Fraud,2014,138 min,4.6,561,"Action, Crime, Thriller            ",malayalam
46815,tt0214914,Manathe Vellitheru,1994,140 min,6.2,82,Drama            ,malayalam
46818,tt2527740,Thiruvambadi Thamban,2012,150 min,4.1,83,"Action, Thriller            ",malayalam
46821,tt0353641,Krooran,1989,-,-,-,-,malayalam
46833,tt0345538,Kurukkante Kalyanam,1982,128 min,6.4,39,"Comedy, Drama, Romance            ",malayalam
46834,tt10644282,Shylock,2020,130 min,5.6,"1,978","Action, Drama, Thriller            ",malayalam
46838,tt7952134,Anu,2017,6 min,-,-,"Short, Biography            ",malayalam
46865,tt0255466,Pathram,1999,187 min,7.0,312,"Action, Thriller            ",malayalam
46868,tt10275954,Veli,2019,12 min,-,-,"Short, Drama            ",malayalam
46874,tt1957897,Ennennum Ormakkai,2011,-,-,-,Drama            ,malayalam
46885,-,Mazhavillinattam Vare,,-,-,-,"Romance, Sport            ",malayalam
46886,tt2846406,Venalodungathe,2012,117 min,-,-,Drama            ,malayalam
46902,tt4135824,Counting Hurt,2014,21 min,-,-,"Short, Drama, Family            ",malayalam
46904,tt0257258,Vilakkapetta Bandhangal,1969,-,-,-,-,malayalam
46916,-,Aishwarya Vilasom Gunda Sangham,,122 min,-,-,Comedy            ,malayalam
46930,-,Kuttavum Shikshayum,2021,-,-,-,Crime            ,malayalam
46935,tt11951066, Bigg Boss,2018– ,76 min,-,-,"Game-Show, Reality-TV            ",malayalam
46959,tt0254096,Anna,1964,-,-,-,-,malayalam
46965,tt0316312,Neethi Peedham,1977,-,-,-,-,malayalam
46970,tt0333848,Maattuvin Chattangale,1982,-,6.4,9,-,malayalam
46972,tt0277213,Panchavadi,1973,142 min,4.7,6,-,malayalam
46975,tt0332815,Vijayam Nammude Senani,1979,-,-,-,-,malayalam
46997,tt8116284,Mattancherry,2018,-,-,-,"Action, Crime, Thriller            ",malayalam
47003,tt0334604,Vedikettu,1980,-,-,-,-,malayalam
47004,tt0393724,Sethurama Iyer CBI,2004,145 min,7.2,884,"Mystery, Thriller            ",malayalam
47008,tt0353184,Andharjanam,1989,-,-,-,-,malayalam
47021,tt0333412,Ente Sneham Ninakku Mathram,1979,-,-,-,-,malayalam
47033,tt0234172,Mailanum Mathevanum,1976,-,-,-,-,malayalam
47039,tt1999121,Collector,2011,129 min,4.3,61,Drama            ,malayalam
47053,tt0353617,Kusruthikaatu,1995,-,4.7,42,"Action, Comedy, Drama            ",malayalam
47061,tt5822342,Kerala Paradiso,2016,77 min,-,-,"Drama, Family            ",malayalam
47065,tt7268398,Mokshaa,2017 Video,-,-,-,"Short, Music            ",malayalam
47068,-,Symphony,,-,-,-,-,malayalam
47073,tt0463664,Police,2005,-,4.2,89,"Crime, Thriller            ",malayalam
47083,tt11675352,Cochin Shadhi at Chennai 03,2020,126 min,3.0,5,"Action, Crime, Thriller            ",malayalam
47090,-,Madappally United,2021,87 min,-,-,Drama            ,malayalam
47095,tt0142216,Desadanam,1997,127 min,7.2,119,Drama            ,malayalam
47116,tt0271417,Carnival,1989,119 min,5.7,42,"Comedy, Drama            ",malayalam
47119,tt0255191,Gandhiyan,1999,136 min,-,-,-,malayalam
47137,tt4882694,KL 10 Patthu,2015,130 min,5.9,200,"Comedy, Family, Romance            ",malayalam
47145,tt13300924,Sahayathrikakku Snehapoorvam,2000,-,7.0,5,"Comedy, Romance            ",malayalam
47150,tt0353792,Nettippattam,1991,-,6.5,31,"Comedy, Drama            ",malayalam
47151,tt4761288,Only Sometimes a God,2015,70 min,-,-,Documentary            ,malayalam
47155,-,Haven Dust,,-,-,-,"Short, Thriller            ",malayalam
47166,tt0924232,Kanaka Simhasanam,2006,-,3.2,94,"Comedy, Drama            ",malayalam
47183,-,Nancy Rani,,-,-,-,Comedy            ,malayalam
47185,tt0279307,Pakaram Njangal Chodikkum,1974,-,-,-,-,malayalam
47220,tt0353317,Congratulations Miss Anitha Menon,1992,-,4.8,13,-,malayalam
47227,tt8238134,Kalidasan Kavitha Ezhuthukayanu,2014,137 min,4.4,5,Comedy            ,malayalam
47243,tt1995445,Swantham Bharya Zindabad,2010,120 min,3.7,19,"Comedy, Drama            ",malayalam
47248,tt0430735,Vesham,2004,148 min,5.9,281,Drama            ,malayalam
47251,tt0308980,Thoranam,1987,103 min,-,-,Drama            ,malayalam
47254,tt0287775,Unnathangalil,2001,-,3.6,56,Drama            ,malayalam
47262,tt0199642,Janmadinam,1998,105 min,6.8,11,Drama            ,malayalam
47264,tt0343760,Hamsa Geetham,1981,-,-,-,-,malayalam
47267,tt6640006,Kadam Katha,2017,121 min,6.0,82,Comedy            ,malayalam
47282,tt0292173,Pathamudayam,1985,-,6.4,30,"Action, Crime, Drama            ",malayalam
47284,tt10897902,Priyappetta Nattukare,2011,129 min,-,-,"Drama, Thriller            ",malayalam
47297,tt13983290,Amala,2013– ,-,-,-,Romance            ,malayalam
47313,tt1821560,Oru Oodhappu Kan Simittugiradhu,1976,117 min,7.2,26,Romance            ,malayalam
47319,tt0298514,Ravanaprabhu,2001,168 min,7.0,"1,180","Action, Drama, Romance            ",malayalam
47322,tt13316588,Seetharmudi (Tress of Sita),2020,3 min,-,-,"Short, Drama            ",malayalam
47323,tt13126388,Palappozhum,2020,7 min,-,-,"Short, Drama            ",malayalam
47329,tt0401724,Poonchira,2003,-,-,-,-,malayalam
47330,tt0088331,Unaroo,1984,150 min,7.3,92,Drama            ,malayalam
47339,tt0187535,Swapnangal,1970,-,3.9,7,-,malayalam
47340,tt8256748,Alternate Ending,2019,-,-,-,"Short, Crime            ",malayalam
47345,tt0282235,Utsavam,1975,-,-,-,-,malayalam
47356,tt0214284,Vilkkanundu Swapnangal,1980,-,6.9,24,Drama            ,malayalam
47362,tt0244024,Kochu Kochu Thettukal,1979,-,-,-,-,malayalam
47365,tt0243984,Ilakkangal,1982,114 min,5.8,14,"Drama, Romance            ",malayalam
47394,tt12653626,Uthara Chemmeen,2015,-,-,-,Family            ,malayalam
47404,tt0355638,Kannaki,2002,-,5.6,38,-,malayalam
47417,tt3982462,Rajadhi Raja,2014,145 min,4.6,722,"Action, Comedy            ",malayalam
47420,tt5998246,Shyam,2016,110 min,3.9,11,Comedy            ,malayalam
47423,tt0246930,Sindoora Sandhyakku Mounam,1982,120 min,6.7,24,"Action, Comedy, Crime            ",malayalam
47439,tt9063604,Jeevamshamayi Cover Song with Classical Dance,2018 Video,-,-,-,"Short, Music            ",malayalam
47442,tt0310366,Yagam,1980,111 min,-,-,Drama            ,malayalam
47450,tt0258290,Vimochana Samaram,1971,-,-,-,-,malayalam
47459,tt0255426,Niram,1999,151 min,7.0,513,"Comedy, Musical, Romance            ",malayalam
47523,tt2014305,Ninnishtam Ennishtam 2,2011,140 min,2.9,8,Comedy            ,malayalam
47526,tt2640110,Annum Innum Ennum,2013,118 min,6.3,29,"Comedy, Drama, Romance            ",malayalam
47527,-,Maradu 357,,-,-,-,Drama            ,malayalam
47534,tt7268736,Kilometers and Kilometers,2020,129 min,6.3,"1,129","Adventure, Comedy, Drama            ",malayalam
47546,tt2418248,Ivan Megharoopan,2012,110 min,7.3,31,"Biography, Drama, Musical            ",malayalam
47554,tt0281049,Pennpada,1975,-,-,-,-,malayalam
47555,tt0258044,Prapancham,1971,-,-,-,-,malayalam
47556,tt10002654,Pattabhiraman,2019,139 min,7.0,768,Drama            ,malayalam
47558,-,Kerala Express,,150 min,-,-,Thriller            ,malayalam
47562,tt14136512,Mmmmm (Sound of Pain),2021,-,-,-,Drama            ,malayalam
47570,tt0356516,Deeptam,2002,-,-,-,-,malayalam
47571,tt0352148,Ajantha,1987,-,-,-,-,malayalam
47592,tt0291728,Anuragi,1988,137 min,6.9,51,"Drama, Romance            ",malayalam
47611,-,Red Mercury Mission in India,2021,-,-,-,"Action, Crime, War            ",malayalam
47630,tt7381408,Mr. Saturday,2015 Video,-,8.0,13,"Short, Comedy            ",malayalam
47637,tt0353959,Rudhacharam,1994,-,-,-,Musical            ,malayalam
47642,tt0254960,Anchu Sundariakal,1968,-,-,-,-,malayalam
47655,tt7503754,Thengil Keravo,2015,4 min,-,-,"Short, Comedy            ",malayalam
47658,tt0255507,Pranaya Nilavu,1999,-,4.4,46,"Comedy, Drama, Romance            ",malayalam
47659,tt0355594,Jagathi Jagathish in Town,2002,-,4.1,40,Comedy            ,malayalam
47676,tt0234437,Pearl View,1970,-,-,-,-,malayalam
47684,tt8396232,Bhayanakam,2018,105 min,7.1,84,"Drama, Thriller            ",malayalam
47687,tt1715339,Plus Two,2010,-,3.5,25,Drama            ,malayalam
47697,tt0271943,Aarum Anyaralla,1978,127 min,-,-,-,malayalam
47700,tt0317809,Kari Puranda Jeevithangal,1980,144 min,-,-,-,malayalam
47710,tt0271651,Muhurtham Pathnonnu Muppathinu,1985,138 min,6.8,10,Drama            ,malayalam
47712,-,American Junction,2021,-,-,-,Comedy            ,malayalam
47718,tt2545176,101 Weddings,2012,145 min,4.5,167,"Comedy, Drama, Family            ",malayalam
47721,tt7964230,Sleeplessly Yours,2017,72 min,7.3,60,"Drama, Mystery            ",malayalam
47725,tt2241367,Njanum Ente Familiyum,2012,160 min,4.1,29,"Drama, Family            ",malayalam
47734,tt7204952,Cilma Kadha,2017,-,-,-,"Short, Family            ",malayalam
47738,tt7894140,Avarkkoppam,2018,130 min,6.5,11,Family            ,malayalam
47746,tt0997173,Paradesi,2007,-,6.9,170,Drama            ,malayalam
47751,tt0332219,Lovely,1979,-,-,-,Drama            ,malayalam
47752,tt1773507,Kadha Thudarunnu,2010,131 min,6.5,499,"Drama, Family            ",malayalam
47753,tt1522265,Ritu,2009,138 min,7.2,340,"Drama, Family            ",malayalam
47755,tt0333084,Anthi Veyilile Ponnu,1982,-,-,-,-,malayalam
47778,tt7336396,Sreehalli,2018,122 min,-,-,Comedy            ,malayalam
47780,tt4514874,Nellikka,2015,120 min,6.2,5,"Musical, Thriller            ",malayalam
47805,tt1891749,Atheetham,2010,-,-,-,"Short, Fantasy            ",malayalam
47809,tt2357208,Run Baby Run,I 2012,180 min,6.6,"1,553","Action, Comedy, Thriller            ",malayalam
47817,tt0279018,Check Post,1974,-,-,-,-,malayalam
47822,tt3885676,100 Degree Celsius,2014,120 min,4.0,66,Thriller            ,malayalam
47833,tt0252228,Amma,1952,-,-,-,-,malayalam
47835,tt0355627,Kalachakram,2002,-,3.9,27,-,malayalam
47838,tt0213481,Balan,1938,180 min,7.9,9,-,malayalam
47843,tt3239992,Moksham,2005,-,-,-,Drama            ,malayalam
47847,tt7582962,Parole,2018,150 min,5.3,709,Drama            ,malayalam
47848,tt5933664,Samarpanam,2017,118 min,5.7,60,"Crime, Drama, Mystery            ",malayalam
47901,tt11779210,Pachamanga,2020,102 min,-,-,"Action, Drama            ",malayalam
47903,tt2006149,Kapi,2008,9 min,-,-,"Short, Drama            ",malayalam
47929,tt2782022,Maad Dad,2013,-,4.6,37,Drama            ,malayalam
47930,tt0155698,Ente Upasana,1984,110 min,6.6,25,"Drama, Romance            ",malayalam
47931,tt6366580,Smarana,2016,-,-,-,"Short, Drama            ",malayalam
47933,tt12716500,Chandrettayanam,2020,6 min,-,-,"Short, Music            ",malayalam
47937,tt8020646,Kallai FM,2018,113 min,6.0,32,Drama            ,malayalam
47955,tt9461490,Toll Gate,2018,-,-,-,Drama            ,malayalam
47958,tt1102158,Aanachandam,2006,137 min,4.6,52,Drama            ,malayalam
47974,tt4077622,White Paper,2012,100 min,-,-,Drama            ,malayalam
47979,tt7402108,Uncle,I 2018,145 min,6.4,881,Drama            ,malayalam
47986,tt0355429,Excuse Me Ethu Collegila,1996,-,3.2,13,Comedy            ,malayalam
47993,tt3784522,Kuliscene,2013,18 min,7.5,25,"Short, Comedy            ",malayalam
48006,tt12098072,Not an Investigation Story,2016,-,-,-,"Short, Crime, Thriller            ",malayalam
48018,tt0215825,Guru Dakshina,1983,116 min,6.4,7,-,malayalam
48020,tt5082670,Amar Akbar Anthony,2015,140 min,6.5,"2,145","Comedy, Crime, Drama            ",malayalam
48024,tt10698684,Maffi Dona,2019,107 min,4.0,24,"Action, Crime, Thriller            ",malayalam
48033,tt10224896,Fever...,2018,102 min,-,-,Drama            ,malayalam
48046,tt3720636,God's Own Country,2014,133 min,6.3,372,Drama            ,malayalam
48049,tt0256501,Virunnukari,1969,-,-,-,-,malayalam
48074,tt3653728,Hangover,2014,101 min,3.5,64,Comedy            ,malayalam
48086,tt0255460,Parasala Pachan Payyannoor Paramu,1999,-,4.5,36,-,malayalam
48100,tt0091695,Oridathu,1987,112 min,7.2,40,Drama            ,malayalam
48102,tt0268881,Aa Rathri,1983,137 min,8.0,93,Drama            ,malayalam
48117,tt5838066,Anamika,1995 TV Movie,-,-,-,Thriller            ,malayalam
48127,tt0355536,Hit List,1996,-,-,-,-,malayalam
48130,tt8733662,No: 10 The Legend And Beyond,2018,30 min,-,-,"Short, Biography, Drama            ",malayalam
48131,tt2717168,Celluloid,2013,129 min,7.7,"1,370","Biography, Drama            ",malayalam
48154,tt0266499,Ee Manohara Theeram,1978,-,-,-,-,malayalam
48159,tt2278074,Manushya Mrugam,2011,142 min,3.7,92,"Crime, Drama, Thriller            ",malayalam
48176,tt0320260,Pennu Puli,1977,-,-,-,-,malayalam
48177,tt0353960,Rudraksham,1994,-,5.6,67,"Action, Adventure, Romance            ",malayalam
48187,tt12839216,"Makaram 20, 1194",2020,10 min,8.3,7,"Short, Mystery, Sci-Fi            ",malayalam
48191,tt12826796,Sahasram,2010,129 min,3.7,7,"Mystery, Thriller            ",malayalam
48192,tt6502580,Chunkzz,2017,121 min,5.7,"1,243",Comedy            ,malayalam
48200,tt0324974,Ajnatha Theerangal,1979,-,-,-,-,malayalam
48204,tt0059028,Chemmeen,1965,140 min,7.8,474,"Drama, Romance            ",malayalam
48216,tt1295067,Parunthu,2008,160 min,2.8,190,"Action, Family, Thriller            ",malayalam
48234,tt0272292,Shilayugathile Sundharikal,1978,-,-,-,-,malayalam
48251,tt7489844,Daivame Kaithozham K. Kumarakanam,2018,150 min,3.2,193,Comedy            ,malayalam
48256,tt5837458,One Day Malayalam Film,2015,112 min,-,-,Thriller            ,malayalam
48258,tt4469104,Porutham,1993,-,-,-,"Comedy, Drama            ",malayalam
48263,tt0230928,Valarthu Mrugangal,1981,148 min,6.6,5,Drama            ,malayalam
48299,tt12657504,Amma,2012– ,22 min,-,-,Drama            ,malayalam
48318,tt1246601,Thakarachenda,2007,90 min,7.1,11,Drama            ,malayalam
48322,tt8052190,Isakkinte Ithihasam,2019,135 min,5.7,11,Drama            ,malayalam
48328,tt12770652,Instagraamam,2020– ,-,4.5,11,Comedy            ,malayalam
48332,tt0347603,Nadanum Bharyayum,1984,-,-,-,-,malayalam
48333,tt0280389,Aalilathoni,2001,-,6.0,8,-,malayalam
48352,tt11947094,Eval Gopika,2020,87 min,-,-,Drama            ,malayalam
48357,tt0246915,Sheriyo Thetto,1953,-,-,-,-,malayalam
48358,-,Thattum Vellattam,,-,-,-,Drama            ,malayalam
48368,tt9166118,Children's Park,2019,164 min,5.6,161,"Action, Comedy            ",malayalam
48373,-,Untitled Jis Joy film,2021,-,-,-,Thriller            ,malayalam
48390,tt0986244,Naalu Pennungal,2007,105 min,6.7,161,Drama            ,malayalam
48412,tt0276598,Vamsam,1997,-,5.9,7,-,malayalam
48428,tt0271957,Akkarapacha,1972,-,-,-,-,malayalam
48432,-,Ooham,2021,-,-,-,Drama            ,malayalam
48436,tt3158622,Money Back Policy,2013,119 min,3.6,27,"Comedy, Drama            ",malayalam
48438,tt0257253,Velliyazhcha,1969,127 min,-,-,-,malayalam
48439,tt0267827,Pin Nilavu,1983,119 min,7.1,18,"Comedy, Drama            ",malayalam
48475,tt0254696,Pinchu Hridhayam,1966,-,-,-,-,malayalam
48477,tt13037406,Shrimaan Travels,2020,16 min,-,-,"Short, Comedy            ",malayalam
48494,tt4339026,Thomson Villa,2014,120 min,5.7,26,Drama            ,malayalam
48495,tt8594004,Qaff Studio Madh One,2018,58 min,-,-,"Biography, History            ",malayalam
48496,tt0317999,Pralayam,1980,106 min,-,-,-,malayalam
48503,tt0270666,Shri Krishna Leela,1971,-,7.3,18,"Adventure, Comedy, Drama            ",malayalam
48505,tt9871722,Bhramanam,2018– ,23 min,4.8,6,Drama            ,malayalam
48519,tt0246809,New Delhi,1987,143 min,7.9,"1,375","Action, Crime, Drama            ",malayalam
48523,-,Untitled AMMA Project,2022,-,-,-,"Crime, Thriller            ",malayalam
48525,tt14111240,Vanageham,2020 Video,-,-,-,"Short, History            ",malayalam
48553,tt8694228,Mikhael,2019,150 min,5.0,"1,282","Action, Thriller            ",malayalam
48567,tt6244876,Honey Bee 2: Celebrations,2017,128 min,3.5,343,Comedy            ,malayalam
48571,tt5461628,Bangkok Summer,2011,150 min,3.8,16,"Action, Thriller            ",malayalam
48573,tt0272303,Soothrakkari,1978,-,-,-,-,malayalam
48600,tt0842001,Chess,2006,-,5.3,259,"Action, Comedy, Crime            ",malayalam
48610,tt0332675,Krishna Parundu,1979,-,-,-,-,malayalam
48621,tt0325338,Ezhu Nirangal,1979,-,-,-,-,malayalam
48625,tt10375138,Oru Nakshathramulla Aakasham,2019,127 min,-,-,Drama            ,malayalam
48629,tt10692994,Dhamaka,2020,121 min,5.4,730,Comedy            ,malayalam
48635,tt2231868,Ulakam Chuttum Valiban,2011,156 min,3.8,90,"Comedy, Drama            ",malayalam
48637,tt10314810,Nirakadhiraadiya: Single,2014 Video,-,-,-,"Short, Music            ",malayalam
48642,tt0353371,Dollar,1993,-,5.1,14,-,malayalam
48645,tt9598566,Ave Maria,II 2018,74 min,6.8,56,Drama            ,malayalam
48650,tt4118926,Thamas,2007,-,-,-,Short            ,malayalam
48655,tt0274103,Sradha,2000,136 min,3.6,119,"Crime, Thriller            ",malayalam
48657,tt14315356,Tales from Ayopia,2020,-,-,-,"Short, Drama            ",malayalam
48668,tt2248028,Thattathin Marayathu,2012,127 min,7.4,"3,575","Drama, Romance            ",malayalam
48679,tt0269664,Onnum Mindatha Bharya,1984,144 min,-,-,-,malayalam
48712,tt0237093,Chekkaeran Oru Chilla,1986,-,4.0,5,Drama            ,malayalam
48715,tt0269520,Manya Mahajanangale,1985,-,-,-,-,malayalam
48719,tt10551274,Gramavasees,2019,113 min,5.3,6,"Comedy, Drama            ",malayalam
48726,tt0357281,Vanibham,2002,-,-,-,-,malayalam
48740,tt0322934,Kathakan,2001,-,-,-,-,malayalam
48745,-,Parakkum Pappan,,-,-,-,Comedy            ,malayalam
48753,tt0275439,Judgement,I 1990,-,-,-,Drama            ,malayalam
48757,tt0251461,Vellinakshatram,1949,-,-,-,-,malayalam
48771,tt0317907,Mayilanji,1982,-,-,-,-,malayalam
48789,-,Meghdoot (The Cloud Messenger),,-,-,-,"Drama, Fantasy, Romance            ",malayalam
48802,tt8439750,School Diary,2018,108 min,-,-,"Action, Thriller            ",malayalam
48808,tt7714132,Duryodhana,2017,115 min,-,-,Thriller            ,malayalam
48811,tt0257920,Mindapennu,1970,126 min,-,-,-,malayalam
48819,tt0251011,Chandrika,1950,-,-,-,-,malayalam
48821,tt0355739,Mangalam Veettil Manaseswari Gupta,1995,148 min,4.9,42,"Comedy, Drama, Romance            ",malayalam
48822,tt12319004,Manjal Prasadam,2016–2017,22 min,-,-,Drama            ,malayalam
48831,tt6657562,Visiting Visa,2017,-,-,-,Comedy            ,malayalam
48858,tt0333872,Manushya Mrugam,1980,-,4.5,11,"Action, Thriller            ",malayalam
48864,tt8649336,Onnumariyathe,2018,-,-,-,Drama            ,malayalam
48868,tt0233432,Cheenavala,1975,129 min,-,-,-,malayalam
48884,tt0354067,Sundhari Kakka,1991,112 min,-,-,-,malayalam
48886,tt3740352,Kandethal,2016,115 min,-,-,Family            ,malayalam
48891,tt5328630,Hello Namasthe,2016,123 min,4.5,152,"Comedy, Drama            ",malayalam
